Module Name: 1 Module Base 00400000
SectionNumber: 00000001   SectionVirtualAddress: 00401000
SectionNumber: 00000002   SectionVirtualAddress: 00498000
SectionNumber: 00000003   SectionVirtualAddress: 0049f000
SectionNumber: 00000004   SectionVirtualAddress: 004a2000
SectionNumber: 00000005   SectionVirtualAddress: 004a3000
seg:offset: 0001:000948DA  Address: 004958da  symbol£º__rtinfnpopse
seg:offset: 0001:000948EA  Address: 004958ea  symbol£º__fFLN
seg:offset: 0001:00094904  Address: 00495904  symbol£º_rtforln0
seg:offset: 0001:00094914  Address: 00495914  symbol£º_rtforloginf
seg:offset: 0001:00094919  Address: 00495919  symbol£ºfFLOGm
seg:offset: 0001:0009491D  Address: 0049591d  symbol£ºfFLNm
seg:offset: 0001:0009491F  Address: 0049591f  symbol£ºfFYL2Xm
seg:offset: 0001:00094928  Address: 00495928  symbol£º_rtforyto0
seg:offset: 0001:0009492D  Address: 0049592d  symbol£º_rtfor0tox
seg:offset: 0001:00094947  Address: 00495947  symbol£ºzerotoxdone
seg:offset: 0001:00094948  Address: 00495948  symbol£º_rtfor0toneg
seg:offset: 0001:00094962  Address: 00495962  symbol£ºtranzeropop
seg:offset: 0001:00094964  Address: 00495964  symbol£ºtranzeronpop
seg:offset: 0001:00094969  Address: 00495969  symbol£ºtranindfpop
seg:offset: 0001:0009496B  Address: 0049596b  symbol£ºtranindfnpop
seg:offset: 0001:00094970  Address: 00495970  symbol£ºExpArgOutOfRange
seg:offset: 0001:00094992  Address: 00495992  symbol£º_expbigret
seg:offset: 0001:00094993  Address: 00495993  symbol£ºzeronpopue
seg:offset: 0001:0009499F  Address: 0049599f  symbol£º__rtinfpop
seg:offset: 0001:000949A1  Address: 004959a1  symbol£º__rtinfnpop
seg:offset: 0001:000949A9  Address: 004959a9  symbol£ºsetOVERFLOW
seg:offset: 0001:000949B1  Address: 004959b1  symbol£º_rtforexpinf
seg:offset: 0001:000949BE  Address: 004959be  symbol£º__ffexpm1
seg:offset: 0001:00094A01  Address: 00495a01  symbol£º_isintTOS
seg:offset: 0001:00094A26  Address: 00495a26  symbol£º_isintTOSret
seg:offset: 0001:00094A27  Address: 00495a27  symbol£ºnotanint
seg:offset: 0001:00094A2E  Address: 00495a2e  symbol£ºevenint
seg:offset: 0001:00094A35  Address: 00495a35  symbol£º_usepowhlp
seg:offset: 0001:00094A66  Address: 00495a66  symbol£ºnoerror
seg:offset: 0001:00094A70  Address: 00495a70  symbol£º__trandisp1
seg:offset: 0001:00094A87  Address: 00495a87  symbol£ºloc_495A87
seg:offset: 0001:00094A8B  Address: 00495a8b  symbol£ºloc_495A8B
seg:offset: 0001:00094AD7  Address: 00495ad7  symbol£º__trandisp2
seg:offset: 0001:00094AEE  Address: 00495aee  symbol£ºcwdefault
seg:offset: 0001:00094AF2  Address: 00495af2  symbol£ºsetcw
seg:offset: 0001:00094B63  Address: 00495b63  symbol£º__rttospopde
seg:offset: 0001:00094B68  Address: 00495b68  symbol£º__rttospop
seg:offset: 0001:00094B6A  Address: 00495b6a  symbol£º__rtnospop
seg:offset: 0001:00094B6C  Address: 00495b6c  symbol£º__rttosnpop
seg:offset: 0001:00094B6D  Address: 00495b6d  symbol£º__rtnospopde
seg:offset: 0001:00094B74  Address: 00495b74  symbol£º__rtzeropop
seg:offset: 0001:00094B76  Address: 00495b76  symbol£º__rtzeronpop
seg:offset: 0001:00094B7B  Address: 00495b7b  symbol£º__rtzerospop
seg:offset: 0001:00094B87  Address: 00495b87  symbol£ºdont_change_zerosign
seg:offset: 0001:00094B88  Address: 00495b88  symbol£º__rtonepop
seg:offset: 0001:00094B8A  Address: 00495b8a  symbol£º__rtonenpop
seg:offset: 0001:00094B8F  Address: 00495b8f  symbol£º__tosnan1
seg:offset: 0001:00094BAC  Address: 00495bac  symbol£º_tossnan1
seg:offset: 0001:00094BBA  Address: 00495bba  symbol£º__nosnan2
seg:offset: 0001:00094BBC  Address: 00495bbc  symbol£º__tosnan2
seg:offset: 0001:00094BDA  Address: 00495bda  symbol£º_tossnan2
seg:offset: 0001:00094BE1  Address: 00495be1  symbol£º_tosnan2ret
seg:offset: 0001:00094BE4  Address: 00495be4  symbol£º__nan2
seg:offset: 0001:00094C19  Address: 00495c19  symbol£º_snan2
seg:offset: 0001:00094C20  Address: 00495c20  symbol£º_nan2ret
seg:offset: 0001:00094C23  Address: 00495c23  symbol£º__rtindfpop
seg:offset: 0001:00094C25  Address: 00495c25  symbol£º__rtindfnpop
seg:offset: 0001:00094C36  Address: 00495c36  symbol£º__rttosnpopde
seg:offset: 0001:00094C3D  Address: 00495c3d  symbol£ºretj
seg:offset: 0001:00094C40  Address: 00495c40  symbol£º__rtatan2inf
seg:offset: 0001:00094C50  Address: 00495c50  symbol£ºdont_change_sign
seg:offset: 0001:00094C5C  Address: 00495c5c  symbol£ºretinf
seg:offset: 0001:00094C5D  Address: 00495c5d  symbol£º__rtchsifneg
seg:offset: 0001:00094C63  Address: 00495c63  symbol£ºchsifnegret
seg:offset: 0001:00094C70  Address: 00495c70  symbol£º__twoToTOS
seg:offset: 0001:00094C85  Address: 00495c85  symbol£º__load_CW
seg:offset: 0001:00094C9C  Address: 00495c9c  symbol£º__convertTOStoQNaN
seg:offset: 0001:00094CA9  Address: 00495ca9  symbol£ºtosIsSNaN
seg:offset: 0001:00094CB5  Address: 00495cb5  symbol£º__fload_withFB
seg:offset: 0001:00094CC7  Address: 00495cc7  symbol£ºfpload_special
seg:offset: 0001:00094CF8  Address: 00495cf8  symbol£º__checkTOS_withFB
seg:offset: 0001:00094D09  Address: 00495d09  symbol£ºspecial_exp
seg:offset: 0001:00094D0E  Address: 00495d0e  symbol£º__fast_exit
seg:offset: 0001:00094D19  Address: 00495d19  symbol£ºfast_exit_CW_is_restored
seg:offset: 0001:00094D1B  Address: 00495d1b  symbol£º__math_exit
seg:offset: 0001:00094D40  Address: 00495d40  symbol£ºrestore_CW
seg:offset: 0001:00094D43  Address: 00495d43  symbol£ºCW_is_restored
seg:offset: 0001:00094D45  Address: 00495d45  symbol£º__check_overflow_exit
seg:offset: 0001:00094D59  Address: 00495d59  symbol£º__check_range_exit
seg:offset: 0001:00094D6D  Address: 00495d6d  symbol£º_check_overflow_start
seg:offset: 0001:00094D92  Address: 00495d92  symbol£ºhave_error
seg:offset: 0001:00094D9E  Address: 00495d9e  symbol£ºhave_error_in_pow
seg:offset: 0001:00094DA5  Address: 00495da5  symbol£ºloc_495DA5
seg:offset: 0001:00094DA8  Address: 00495da8  symbol£ºloc_495DA8
seg:offset: 0001:00094DAA  Address: 00495daa  symbol£ºhaveunderflow
seg:offset: 0001:00094DD3  Address: 00495dd3  symbol£ºhaveoverflow
seg:offset: 0001:00094E00  Address: 00495e00  symbol£º__startTwoArgErrorHandling
seg:offset: 0001:00094E17  Address: 00495e17  symbol£º__startOneArgErrorHandling
seg:offset: 0001:00094E20  Address: 00495e20  symbol£º_ContinueErrorHandling
seg:offset: 0001:00094E51  Address: 00495e51  symbol£ºCW_is_restored_0
seg:offset: 0001:00094E56  Address: 00495e56  symbol£º___libm_error_support
seg:offset: 0001:00094E83  Address: 00495e83  symbol£ºloc_495E83
seg:offset: 0001:00094E88  Address: 00495e88  symbol£ºloc_495E88
seg:offset: 0001:00094ECA  Address: 00495eca  symbol£ºloc_495ECA
seg:offset: 0001:00094F10  Address: 00495f10  symbol£ºloc_495F10
seg:offset: 0001:00094F1F  Address: 00495f1f  symbol£ºloc_495F1F
seg:offset: 0001:00094F28  Address: 00495f28  symbol£ºloc_495F28
seg:offset: 0001:00094F37  Address: 00495f37  symbol£ºloc_495F37
seg:offset: 0001:00094F4A  Address: 00495f4a  symbol£ºloc_495F4A
seg:offset: 0001:00094F64  Address: 00495f64  symbol£ºloc_495F64
seg:offset: 0001:00094F97  Address: 00495f97  symbol£ºloc_495F97
seg:offset: 0001:00094FA0  Address: 00495fa0  symbol£ºloc_495FA0
seg:offset: 0001:00094FA9  Address: 00495fa9  symbol£ºloc_495FA9
seg:offset: 0001:00094FAB  Address: 00495fab  symbol£ºloc_495FAB
seg:offset: 0001:00094FB5  Address: 00495fb5  symbol£ºloc_495FB5
seg:offset: 0001:00094FDE  Address: 00495fde  symbol£ºloc_495FDE
seg:offset: 0001:00094FE5  Address: 00495fe5  symbol£ºloc_495FE5
seg:offset: 0001:00094FF1  Address: 00495ff1  symbol£ºloc_495FF1
seg:offset: 0001:00094FFD  Address: 00495ffd  symbol£ºloc_495FFD
seg:offset: 0001:00095009  Address: 00496009  symbol£ºloc_496009
seg:offset: 0001:00095015  Address: 00496015  symbol£ºloc_496015
seg:offset: 0001:0009501C  Address: 0049601c  symbol£ºloc_49601C
seg:offset: 0001:00095023  Address: 00496023  symbol£ºloc_496023
seg:offset: 0001:00095059  Address: 00496059  symbol£ºloc_496059
seg:offset: 0001:0009505E  Address: 0049605e  symbol£ºloc_49605E
seg:offset: 0001:0009506E  Address: 0049606e  symbol£º__ceil_default
seg:offset: 0001:000950BE  Address: 004960be  symbol£ºloc_4960BE
seg:offset: 0001:000950DA  Address: 004960da  symbol£ºloc_4960DA
seg:offset: 0001:000950F1  Address: 004960f1  symbol£ºloc_4960F1
seg:offset: 0001:00095103  Address: 00496103  symbol£ºloc_496103
seg:offset: 0001:00095119  Address: 00496119  symbol£ºloc_496119
seg:offset: 0001:00095121  Address: 00496121  symbol£ºloc_496121
seg:offset: 0001:00095130  Address: 00496130  symbol£º___ascii_strnicmp
seg:offset: 0001:0009514C  Address: 0049614c  symbol£ºlupe
seg:offset: 0001:00095168  Address: 00496168  symbol£ºskip1
seg:offset: 0001:00095172  Address: 00496172  symbol£ºskip2
seg:offset: 0001:0009517B  Address: 0049617b  symbol£ºeject
seg:offset: 0001:00095181  Address: 00496181  symbol£ºdiffer
seg:offset: 0001:0009518A  Address: 0049618a  symbol£ºtoend_1
seg:offset: 0001:00095191  Address: 00496191  symbol£º__d_inttype
seg:offset: 0001:000951EE  Address: 004961ee  symbol£ºloc_4961EE
seg:offset: 0001:000951F3  Address: 004961f3  symbol£ºloc_4961F3
seg:offset: 0001:000951F5  Address: 004961f5  symbol£ºloc_4961F5
seg:offset: 0001:000951F7  Address: 004961f7  symbol£ºloc_4961F7
seg:offset: 0001:000951FB  Address: 004961fb  symbol£º__powhlp
seg:offset: 0001:00095225  Address: 00496225  symbol£ºloc_496225
seg:offset: 0001:00095234  Address: 00496234  symbol£ºloc_496234
seg:offset: 0001:0009524F  Address: 0049624f  symbol£ºloc_49624F
seg:offset: 0001:00095270  Address: 00496270  symbol£ºloc_496270
seg:offset: 0001:0009528F  Address: 0049628f  symbol£ºloc_49628F
seg:offset: 0001:000952C4  Address: 004962c4  symbol£ºloc_4962C4
seg:offset: 0001:00095301  Address: 00496301  symbol£ºloc_496301
seg:offset: 0001:00095319  Address: 00496319  symbol£ºloc_496319
seg:offset: 0001:0009531D  Address: 0049631d  symbol£ºloc_49631D
seg:offset: 0001:00095320  Address: 00496320  symbol£ºloc_496320
seg:offset: 0001:00095322  Address: 00496322  symbol£ºloc_496322
seg:offset: 0001:00095326  Address: 00496326  symbol£º__87except
seg:offset: 0001:00095382  Address: 00496382  symbol£ºloc_496382
seg:offset: 0001:00095386  Address: 00496386  symbol£ºloc_496386
seg:offset: 0001:0009538A  Address: 0049638a  symbol£ºloc_49638A
seg:offset: 0001:0009538E  Address: 0049638e  symbol£ºloc_49638E
seg:offset: 0001:00095390  Address: 00496390  symbol£ºloc_496390
seg:offset: 0001:000953BB  Address: 004963bb  symbol£ºloc_4963BB
seg:offset: 0001:000953CD  Address: 004963cd  symbol£ºloc_4963CD
seg:offset: 0001:000953EA  Address: 004963ea  symbol£ºloc_4963EA
seg:offset: 0001:000953F0  Address: 004963f0  symbol£ºloc_4963F0
seg:offset: 0001:00095416  Address: 00496416  symbol£ºloc_496416
seg:offset: 0001:0009541E  Address: 0049641e  symbol£ºloc_49641E
seg:offset: 0001:00095431  Address: 00496431  symbol£º__frnd
seg:offset: 0001:00095447  Address: 00496447  symbol£º__errcode
seg:offset: 0001:00095457  Address: 00496457  symbol£ºloc_496457
seg:offset: 0001:00095460  Address: 00496460  symbol£ºloc_496460
seg:offset: 0001:00095468  Address: 00496468  symbol£ºloc_496468
seg:offset: 0001:0009546E  Address: 0049646e  symbol£ºloc_49646E
seg:offset: 0001:00095471  Address: 00496471  symbol£ºloc_496471
seg:offset: 0001:0009547B  Address: 0049647b  symbol£º__except1
seg:offset: 0001:000954E1  Address: 004964e1  symbol£ºloc_4964E1
seg:offset: 0001:0009551E  Address: 0049651e  symbol£ºloc_49651E
seg:offset: 0001:00095536  Address: 00496536  symbol£ºloc_496536
seg:offset: 0001:00095549  Address: 00496549  symbol£º__handle_exc
seg:offset: 0001:00095576  Address: 00496576  symbol£ºloc_496576
seg:offset: 0001:0009558F  Address: 0049658f  symbol£ºloc_49658F
seg:offset: 0001:000955DE  Address: 004965de  symbol£ºloc_4965DE
seg:offset: 0001:000955F4  Address: 004965f4  symbol£ºloc_4965F4
seg:offset: 0001:0009560A  Address: 0049660a  symbol£ºloc_49660A
seg:offset: 0001:00095618  Address: 00496618  symbol£ºloc_496618
seg:offset: 0001:00095620  Address: 00496620  symbol£ºloc_496620
seg:offset: 0001:00095626  Address: 00496626  symbol£ºloc_496626
seg:offset: 0001:00095628  Address: 00496628  symbol£ºloc_496628
seg:offset: 0001:0009562A  Address: 0049662a  symbol£ºloc_49662A
seg:offset: 0001:00095632  Address: 00496632  symbol£ºloc_496632
seg:offset: 0001:0009564E  Address: 0049664e  symbol£ºloc_49664E
seg:offset: 0001:00095693  Address: 00496693  symbol£ºloc_496693
seg:offset: 0001:0009569F  Address: 0049669f  symbol£ºloc_49669F
seg:offset: 0001:000956BD  Address: 004966bd  symbol£ºloc_4966BD
seg:offset: 0001:000956C8  Address: 004966c8  symbol£ºloc_4966C8
seg:offset: 0001:000956DB  Address: 004966db  symbol£ºloc_4966DB
seg:offset: 0001:000956E3  Address: 004966e3  symbol£ºloc_4966E3
seg:offset: 0001:000956EC  Address: 004966ec  symbol£ºloc_4966EC
seg:offset: 0001:000956F3  Address: 004966f3  symbol£ºloc_4966F3
seg:offset: 0001:000956F6  Address: 004966f6  symbol£ºloc_4966F6
seg:offset: 0001:00095703  Address: 00496703  symbol£ºloc_496703
seg:offset: 0001:00095706  Address: 00496706  symbol£ºloc_496706
seg:offset: 0001:0009571C  Address: 0049671c  symbol£ºloc_49671C
seg:offset: 0001:00095729  Address: 00496729  symbol£º__raise_exc
seg:offset: 0001:0009574C  Address: 0049674c  symbol£º__raise_exc_ex
seg:offset: 0001:00095782  Address: 00496782  symbol£ºloc_496782
seg:offset: 0001:00095793  Address: 00496793  symbol£ºloc_496793
seg:offset: 0001:000957A4  Address: 004967a4  symbol£ºloc_4967A4
seg:offset: 0001:000957B5  Address: 004967b5  symbol£ºloc_4967B5
seg:offset: 0001:000957C6  Address: 004967c6  symbol£ºloc_4967C6
seg:offset: 0001:00095839  Address: 00496839  symbol£ºloc_496839
seg:offset: 0001:00095845  Address: 00496845  symbol£ºloc_496845
seg:offset: 0001:00095851  Address: 00496851  symbol£ºloc_496851
seg:offset: 0001:0009585D  Address: 0049685d  symbol£ºloc_49685D
seg:offset: 0001:00095868  Address: 00496868  symbol£ºloc_496868
seg:offset: 0001:0009588D  Address: 0049688d  symbol£ºloc_49688D
seg:offset: 0001:00095898  Address: 00496898  symbol£ºloc_496898
seg:offset: 0001:0009589C  Address: 0049689c  symbol£ºloc_49689C
seg:offset: 0001:000958A8  Address: 004968a8  symbol£ºloc_4968A8
seg:offset: 0001:000958AE  Address: 004968ae  symbol£ºloc_4968AE
seg:offset: 0001:000958CC  Address: 004968cc  symbol£ºloc_4968CC
seg:offset: 0001:000958D9  Address: 004968d9  symbol£ºloc_4968D9
seg:offset: 0001:000958E4  Address: 004968e4  symbol£ºloc_4968E4
seg:offset: 0001:000958E6  Address: 004968e6  symbol£ºloc_4968E6
seg:offset: 0001:00095931  Address: 00496931  symbol£ºloc_496931
seg:offset: 0001:0009596B  Address: 0049696b  symbol£ºloc_49696B
seg:offset: 0001:0009598B  Address: 0049698b  symbol£ºloc_49698B
seg:offset: 0001:00095994  Address: 00496994  symbol£ºloc_496994
seg:offset: 0001:0009599D  Address: 0049699d  symbol£ºloc_49699D
seg:offset: 0001:000959A6  Address: 004969a6  symbol£ºloc_4969A6
seg:offset: 0001:000959AF  Address: 004969af  symbol£ºloc_4969AF
seg:offset: 0001:000959D5  Address: 004969d5  symbol£ºloc_4969D5
seg:offset: 0001:000959E1  Address: 004969e1  symbol£ºloc_4969E1
seg:offset: 0001:000959E5  Address: 004969e5  symbol£ºloc_4969E5
seg:offset: 0001:000959F3  Address: 004969f3  symbol£ºloc_4969F3
seg:offset: 0001:000959F5  Address: 004969f5  symbol£ºloc_4969F5
seg:offset: 0001:00095A10  Address: 00496a10  symbol£ºloc_496A10
seg:offset: 0001:00095A1B  Address: 00496a1b  symbol£ºloc_496A1B
seg:offset: 0001:00095A24  Address: 00496a24  symbol£ºloc_496A24
seg:offset: 0001:00095A26  Address: 00496a26  symbol£ºloc_496A26
seg:offset: 0001:00095A34  Address: 00496a34  symbol£ºloc_496A34
seg:offset: 0001:00095A39  Address: 00496a39  symbol£ºloc_496A39
seg:offset: 0001:00095A3D  Address: 00496a3d  symbol£º__set_errno_from_matherr
seg:offset: 0001:00095A5F  Address: 00496a5f  symbol£ºloc_496A5F
seg:offset: 0001:00095A6A  Address: 00496a6a  symbol£ºloc_496A6A
seg:offset: 0001:00095A6C  Address: 00496a6c  symbol£º__umatherr
seg:offset: 0001:00095A7B  Address: 00496a7b  symbol£ºloc_496A7B
seg:offset: 0001:00095A8C  Address: 00496a8c  symbol£ºloc_496A8C
seg:offset: 0001:00095A93  Address: 00496a93  symbol£ºloc_496A93
seg:offset: 0001:00095AE9  Address: 00496ae9  symbol£ºloc_496AE9
seg:offset: 0001:00095AEF  Address: 00496aef  symbol£ºloc_496AEF
seg:offset: 0001:00095B0A  Address: 00496b0a  symbol£ºloc_496B0A
seg:offset: 0001:00095B0E  Address: 00496b0e  symbol£º__decomp
seg:offset: 0001:00095B2B  Address: 00496b2b  symbol£ºloc_496B2B
seg:offset: 0001:00095B4C  Address: 00496b4c  symbol£ºloc_496B4C
seg:offset: 0001:00095B5F  Address: 00496b5f  symbol£ºloc_496B5F
seg:offset: 0001:00095B61  Address: 00496b61  symbol£ºloc_496B61
seg:offset: 0001:00095B67  Address: 00496b67  symbol£ºloc_496B67
seg:offset: 0001:00095B76  Address: 00496b76  symbol£ºloc_496B76
seg:offset: 0001:00095B86  Address: 00496b86  symbol£ºloc_496B86
seg:offset: 0001:00095BA2  Address: 00496ba2  symbol£ºloc_496BA2
seg:offset: 0001:00095BB6  Address: 00496bb6  symbol£ºloc_496BB6
seg:offset: 0001:00095BD9  Address: 00496bd9  symbol£ºloc_496BD9
seg:offset: 0001:00095BDA  Address: 00496bda  symbol£ºloc_496BDA
seg:offset: 0001:00095BE2  Address: 00496be2  symbol£º__set_exp
seg:offset: 0001:00095C11  Address: 00496c11  symbol£º__sptype
seg:offset: 0001:00095C29  Address: 00496c29  symbol£ºloc_496C29
seg:offset: 0001:00095C38  Address: 00496c38  symbol£ºloc_496C38
seg:offset: 0001:00095C3B  Address: 00496c3b  symbol£ºloc_496C3B
seg:offset: 0001:00095C50  Address: 00496c50  symbol£ºloc_496C50
seg:offset: 0001:00095C67  Address: 00496c67  symbol£ºloc_496C67
seg:offset: 0001:00095C6B  Address: 00496c6b  symbol£ºloc_496C6B
seg:offset: 0001:00095C6F  Address: 00496c6f  symbol£º__fpclass
seg:offset: 0001:00095CAB  Address: 00496cab  symbol£ºloc_496CAB
seg:offset: 0001:00095CAF  Address: 00496caf  symbol£ºloc_496CAF
seg:offset: 0001:00095CB1  Address: 00496cb1  symbol£ºloc_496CB1
seg:offset: 0001:00095CB4  Address: 00496cb4  symbol£ºloc_496CB4
seg:offset: 0001:00095CBB  Address: 00496cbb  symbol£ºloc_496CBB
seg:offset: 0001:00095CD8  Address: 00496cd8  symbol£ºloc_496CD8
seg:offset: 0001:00095CE7  Address: 00496ce7  symbol£ºloc_496CE7
seg:offset: 0001:00095D01  Address: 00496d01  symbol£ºloc_496D01
seg:offset: 0001:00095D20  Address: 00496d20  symbol£º__FindPESection
seg:offset: 0001:00095D44  Address: 00496d44  symbol£ºloc_496D44
seg:offset: 0001:00095D54  Address: 00496d54  symbol£ºloc_496D54
seg:offset: 0001:00095D5C  Address: 00496d5c  symbol£ºloc_496D5C
seg:offset: 0001:00095D5E  Address: 00496d5e  symbol£ºloc_496D5E
seg:offset: 0001:00095D70  Address: 00496d70  symbol£º__IsNonwritableInCurrentImage
seg:offset: 0001:00095DF9  Address: 00496df9  symbol£ºloc_496DF9
seg:offset: 0001:00095E0C  Address: 00496e0c  symbol£ºloc_496E0C
seg:offset: 0001:00095E0F  Address: 00496e0f  symbol£ºloc_496E0F
seg:offset: 0001:00095E30  Address: 00496e30  symbol£º__ValidateImageBase
seg:offset: 0001:00095E44  Address: 00496e44  symbol£ºloc_496E44
seg:offset: 0001:00095E5F  Address: 00496e5f  symbol£ºloc_496E5F
seg:offset: 0001:00095E70  Address: 00496e70  symbol£º__aulldvrm
seg:offset: 0001:00095EA1  Address: 00496ea1  symbol£ºloc_496EA1
seg:offset: 0001:00095EAF  Address: 00496eaf  symbol£ºloc_496EAF
seg:offset: 0001:00095EDD  Address: 00496edd  symbol£ºloc_496EDD
seg:offset: 0001:00095EE6  Address: 00496ee6  symbol£ºloc_496EE6
seg:offset: 0001:00095EE8  Address: 00496ee8  symbol£ºloc_496EE8
seg:offset: 0001:00095F10  Address: 00496f10  symbol£º__allmul
seg:offset: 0001:00095F29  Address: 00496f29  symbol£ºhard
seg:offset: 0001:00095F50  Address: 00496f50  symbol£º__allshl
seg:offset: 0001:00095F60  Address: 00496f60  symbol£ºMORE32
seg:offset: 0001:00095F6A  Address: 00496f6a  symbol£ºRETZERO
seg:offset: 0001:00095F70  Address: 00496f70  symbol£º__aullshr
seg:offset: 0001:00095F80  Address: 00496f80  symbol£ºMORE32_0
seg:offset: 0001:00095F8A  Address: 00496f8a  symbol£ºRETZERO_0
